Feature ID,OTU_ID,Immediate_annotated_taxa,rank,threshold,min,max,mean
c81d78141a6e16eeaddbc38c53a41af5,OTU3018,Rhodospirillales,order,1,1,10,3.06
c848f103a671194107eadc7e22900b85,OTU498,Spartobacteria,class,1,1,1,1
c8512b66614ea968e7f8e08b02a2cd47,OTU2087,Betaproteobacteria,class,1,1,10,2.77
c85b4ab8d5317d797a784846f03d4460,OTU5373,Paenibacillaceae 1,family,0.89,5,17,9.68
c85bb8131d018e1a34bee38f5dbd10b3,OTU653,Sphingomonas,genus,1,1,4,2.18
c866aca48be0c96fa288bc526aa38e33,OTU3775,Solirubrobacterales,order,1,1,1,1
c873ea71dc6914a3143032b9f68b000d,OTU869,Micromonosporaceae,family,1,1,6,3.17
c885c0ddc919b6e43a3b0e98a892940f,OTU569,Cytophagales,order,1,1,8,2.69
c886c64db27aec7e8d7a566857ee4d3b,OTU554,Anaerolineaceae,family,0.83,1,2,1.5
c887b4f2630985e2f4d59c0c3815b0c5,OTU2441,Rubrobacteridae,subclass,0.98,1,1,1
c888e13f5759375153e5f8d2f9ed5883,OTU4956,Acidobacteria_Gp4,class,0.87,1,1,1
c8958c03b0c0e0b72b3a4002bb7207ad,OTU704,Lysobacter,genus,1,2,3,2.12
c8c4608c59a409b2a4a1bf4df25ec4a9,OTU5198,Planctomycetaceae,family,1,1,8,2.54
c8c495cc327f6be02e856e8647f9ff91,OTU624,Betaproteobacteria,class,1,1,10,2.77
c8c5ab32623df4fc9fed3d2be39eeeb3,OTU1415,Nocardioides,genus,1,2,3,2.5
c8c5b13381fda8ae7839e7365f1b25a7,OTU4032,Gp6,genus,1,1,1,1
c8c95e73c67f682b27c1cfa98a1d0cb5,OTU3665,Oxalobacteraceae,family,0.81,1,8,3.51
c8d0caee3e02e443b0c819d91e109c82,OTU1487,Massilia,genus,0.92,6,8,7
c8d256667021bf62113b08d2b86c0425,OTU2480,Solirubrobacterales,order,1,1,1,1
c8e3cc6804adcca1edc44bd1530962ee,OTU1991,Clostridium sensu stricto,genus,1,1,16,9.7
c8e6f60a58cf024db8110b07807c9ef5,OTU3232,Chitinophagaceae,family,1,1,6,3.38
c8f44c64f2de5886c321e186e6d2f34c,OTU2085,Methylophilus,genus,0.95,2,2,2
c8fc4b3abb5a64e42d5243e574c57690,OTU1586,Bacteria,domain,1,1,21,1.8
c902288438fb420d12f22cbcbb5abb9a,OTU2695,Acidobacteria,phylum,1,1,2,1.28
c90a1bb19e1c1cd360f9eb1d79b65364,OTU2979,Acidobacteria,phylum,1,1,2,1.28
c9410241e8d159806231dd3c97796dd6,OTU2934,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
c9543dad12f84ea691e0eed6a964005b,OTU5114,Xanthomonadaceae,family,0.98,1,4,2.15
c961e773a86ef9e8cc23b5b6db601649,OTU768,Bacteria,domain,0.99,1,21,1.8
c96bb6801692e5d1996a9ba6abd03024,OTU4571,Rhodospirillaceae,family,1,1,10,3.48
c96d14057899ae56bf5df10b4a3a9931,OTU691,Bacteria,domain,1,1,21,1.8
c970aef521b6b05962d92e00621cf053,OTU92,Mesorhizobium,genus,0.99,2,2,2
c977bfb850cfde6144665b83492f877e,OTU1771,Sinobacteraceae,family,1,1,2,1.5
c989d9b9a77e3c1a366eb98c1ae2fc21,OTU1169,Verrucomicrobia,phylum,1,1,3,1.52
c99d0c50133d38be89224313c7b15786,OTU3038,Thalassobaculum,genus,0.83,1,1,1
c9b07ad92ab64b27c2c12b132334d69d,OTU1930,Brevundimonas,genus,1,2,2,2
c9bab72d44a3d4a3fc8aebd4a6589f0c,OTU60,Novosphingobium,genus,0.98,3,5,3.33
c9d2df1b6666ecc6ab88a2e2c4d1d47a,OTU2745,Micromonosporaceae,family,1,1,6,3.17
c9e21af616fdb99c0214f48b00578f77,OTU2222,Chloroflexia,class,0.91,2,3,2.5
c9ffadbb0e696ec6bbe266aee6abdf62,OTU943,Acidovorax,genus,1,3,4,3.5
ca0221ba54c509d2b645a9383bf2cb0a,OTU4015,Acidimicrobineae,suborder,1,1,2,1.5
ca0eee28083ef1189a40de20c9509721,OTU1814,Nocardioides,genus,1,2,3,2.5
ca114ad89df90d489e356e34e9b97216,OTU143,Flavisolibacter,genus,1,3,3,3
ca147cf260428f0af8c451566f9d5d4d,OTU1228,Nannocystineae,suborder,0.97,2,2,2
ca1db23e378b86631fbcf32741fe4454,OTU877,Betaproteobacteria,class,1,1,10,2.77
ca212169deb32b573c953193aeb82151,OTU124,Burkholderiales,order,0.86,1,9,3.48
ca3f7f52419655774615a38cc7067858,OTU1338,Acidobacteria_Gp4,class,1,1,1,1
ca43f8effd0dbf5db6377086f71b2649,OTU4000,Acidobacteria_Gp4,class,1,1,1,1
ca49f03e515fb427b2847a05c0530e1a,OTU3164,Nannocystineae,suborder,0.94,2,2,2
ca540ecf22fd28e6bd37dbbdb66b1e51,OTU111,Sphingomonas,genus,0.99,1,4,2.18
ca66a94c5b863ea2ea162dde03e66cf5,OTU166,Oxalobacteraceae,family,0.97,1,8,3.51
ca6e52532660bbc258e52306537acc3c,OTU4962,Alphaproteobacteria,class,0.81,1,11,2.03
ca80f5b5bcfcf7505f3a8a87311d1117,OTU1007,Sinobacteraceae,family,1,1,2,1.5
ca912d9e25db5533fc9d358f66a9996e,OTU1463,Novosphingobium,genus,0.96,3,5,3.33
ca995532ef55ed6cf85df98e3453a500,OTU395,Bacteria,domain,1,1,21,1.8
caa0c33c991e8d3444bdb70c5003f681,OTU1088,Solirubrobacterales,order,1,1,1,1
cac97515872ca9646c2e076e80695fb6,OTU84,Acidobacteria_Gp4,class,1,1,1,1
cac9757326b0dfefb10d49c5fd7010dd,OTU1023,Acidobacteria,phylum,1,1,2,1.28
cac9dcdb876556ab2280094a4dc67b03,OTU982,Acidobacteria,phylum,1,1,2,1.28
cacbcfb1d191528d0e82c71f7e677817,OTU3434,Bacteria,domain,1,1,21,1.8
cadc12db44f29a251a675116233a8ff7,OTU2919,Sphaerobacteraceae,family,0.93,2,2,2
cae5ca9c2e7bceccb673a2db8b88d29d,OTU2944,Acidimicrobiaceae,family,0.93,2,2,2
cafcd51897b1f158e3c973029e3a07df,OTU834,Xanthomonadaceae,family,1,1,4,2.15
cb0279f96afee4163cec93502dd9f010,OTU242,Burkholderiales,order,1,1,9,3.48
cb0521a9a84b36c755d327e36a4ebd56,OTU165,Agromyces,genus,1,2,3,2.5
cb0bebacdbc77f2d10ad055184d64ba3,OTU1601,Acidimicrobineae,suborder,0.92,1,2,1.5
cb193878967e6beb19f37bd5bd051a36,OTU2101,Cytophagales,order,1,1,8,2.69
cb21692ef902b76e3b610d20110a2b49,OTU493,Betaproteobacteria,class,1,1,10,2.77
cb29f37544edd322f1582d40316a2653,OTU4704,Bacteria,domain,1,1,21,1.8
cb41d12581df3ba43c2f638b33a32b2e,OTU388,Neorhizobium,genus,0.85,3,3,3
cb5887d02f4c1277b0ce1d73a18bbf73,OTU1285,Xanthomonadaceae,family,1,1,4,2.15
cb61ab485a1206bddbee264af2622fdd,OTU3486,Xanthobacteraceae,family,1,1,3,2
cb620857e0b199e1c9b7800aececa423,OTU2170,Phyllobacteriaceae,family,0.9,1,3,1.9
cb62cda5cdee1414b76e7b5d75784566,OTU1103,Spartobacteria,class,1,1,1,1
cb66b13ebb1f7d6776435b89fcff1dcd,OTU4998,Proteobacteria,phylum,1,1,21,1.96
cb74f3a8c2a7ed9e543e5df7a2fe60a0,OTU3380,Gp6,genus,1,1,1,1
cb8f181c851d5228ee44eddef96da2ce,OTU1220,Acidobacteria,phylum,1,1,2,1.28
cba38ee160592ee49e5f4e320775019f,OTU1143,Gammaproteobacteria,class,0.88,1,21,2.69
cbb4db0a376d0da10f3409b324e572b3,OTU3231,Pseudomonas,genus,1,1,9,4.89
cbea321b1bffb7c3fe75c6a19228388e,OTU463,Sinobacteraceae,family,1,1,2,1.5
cc237b8d1b94db471bfb7f051815e755,OTU4664,Oxalobacteraceae,family,1,1,8,3.51
cc3766052a68eac23a80141c8a0aca39,OTU1679,Rhizobiales,order,1,1,11,2.2
cc44f4213bcbf5ed282c5113da866b73,OTU1975,Nocardioides,genus,0.99,2,3,2.5
cc5283631f43990b07e4a20d9fab5357,OTU1566,Arthrobacter,genus,0.95,4,9,5.71
cc7281a16dd69cf8d2297a8322962905,OTU2533,Caldilineaceae,family,0.95,2,2,2
cc7cb31db19086e69659cac747c86d87,OTU4311,Rhodocyclaceae,family,0.94,2,5,2.84
cc88df873bae9f3f3724aacdb7ca950c,OTU3170,Halomonas,genus,1,1,6,5
cc8ae782175fcd565530501af081c940,OTU1447,Gammaproteobacteria,class,1,1,21,2.69
cc971c3a7feae09fac2c1fc95f4700d1,OTU5424,Bacteria,domain,0.99,1,21,1.8
cc9a93710e17cbd45d56e58903dbacc6,OTU1979,Cytophagaceae,family,1,1,4,3
ccc85892361b5e348d8bc99d68a0078a,OTU814,Betaproteobacteria,class,1,1,10,2.77
ccf354afb76ce9771795992175951d09,OTU764,Cystobacterineae,suborder,1,2,4,3
cd1cdf92dd8755bb742470bb0773fc4d,OTU5336,Cytophagales,order,0.9,1,8,2.69
cd5591d6c9de3a2e50ec9bc3d65b716a,OTU4497,Actinobacteria,class,1,1,11,1.83
cd59b4dfb2c7760dd44d5ab3c3c573a8,OTU3974,Acidobacteria_Gp1,class,1,1,2,1.1
cd690e1d0a1248dca44dd5acebddcea2,OTU2840,Niastella,genus,1,3,3,3
cd6d91a7eff04bc3fbfce18ecac424b8,OTU897,Cystobacter,genus,0.8,4,4,4
cd7eb9c7703a814d4c67888536785f0c,OTU5187,Bacteria,domain,0.99,1,21,1.8
cdb918e2fbaa9164d2b6dfc770ee5dcb,OTU2649,Bacteria,domain,1,1,21,1.8
cdbb26810abfde6e6981f596f841db2b,OTU1037,Pseudonocardiaceae,family,1,3,5,3.65
cdc16fe1c35726eae1e37d3095ca460f,OTU5346,Chitinophagaceae,family,1,1,6,3.38
cdc451b6f6d7bd6f9d14575d26abafdc,OTU2016,Actinoplanes,genus,0.8,3,6,5.17
cdca7b47c6a94c0cd4533d4f0567c98d,OTU1479,Gp6,genus,1,1,1,1
cdca9ac17dd9014a13aedc2d7b022998,OTU2307,Rhizobiales,order,1,1,11,2.2
cdd273aef60da6b22b33d9e9fda45c63,OTU1342,Solirubrobacterales,order,0.82,1,1,1
cde400389a20e560d3bc7bcce3513c00,OTU2076,Burkholderiales,order,0.96,1,9,3.48
cdea6fdd2efac4f95afbeba75c7685ec,OTU1326,Aeromicrobium,genus,0.99,2,2,2
ce06d33342083091f0d596899b31deaf,OTU179,Variovorax,genus,0.85,2,3,2.17
ce27b1b5455f083638750426f39e009a,OTU1317,Sphingomonas,genus,1,1,4,2.18
ce2a4741eb6c54ccbb463a4b153761a0,OTU564,Betaproteobacteria,class,1,1,10,2.77
ce347ccac116c12a49e687de3490f47e,OTU2931,Burkholderiales,order,1,1,9,3.48
ce348cedf4992716150e3c84c4a21921,OTU3040,Alphaproteobacteria,class,0.99,1,11,2.03
ce3640b8407b46ee632a3a34ef725482,OTU941,Methylophilus,genus,0.84,2,2,2
ce4cfd7228cf56ec862af86336429e9c,OTU3988,Rhodospirillales,order,0.86,1,10,3.06
ce58caafe4958bd5c4810af75b983812,OTU2966,Niabella,genus,1,2,2,2
ce5b0195935bee0f7fb75d9b3f45ad2e,OTU4963,Sphingobacterium,genus,1,4,8,6.5
ce5e0015c299c9b411b2e287703bb926,OTU2759,Amycolatopsis,genus,1,3,4,3.91
ce6bc3a9d0f34b2266498c294973cd9b,OTU3792,Flavobacterium,genus,1,1,13,4.74
ce74ede948c9b69d18d372bf139b63ea,OTU4363,Rhodocyclaceae,family,0.82,2,5,2.84
ce7674f64e930f1db1b74ebfc9d8dd1a,OTU1036,Massilia,genus,1,6,8,7
ce7c13b2f49b0610f3c39fd868ac4192,OTU2843,Rhodospirillales,order,0.89,1,10,3.06
ce8a16006a65935fe42a84cd1c674fa5,OTU3904,Proteobacteria,phylum,0.82,1,21,1.96
ce9aadf41f3494a05fcc4240c58ee911,OTU360,Hyphomicrobiaceae,family,0.83,1,3,1.86
cea7f4d48d96b05d4560bcaaecd33caa,OTU2549,Verrucomicrobiaceae,family,1,3,3,3
ced1f7a25ed746ac1a09f5428856926c,OTU2893,Rhizobiaceae,family,0.81,2,6,3.05
cedb17b7e72a9e0fb34441d0d907236c,OTU4916,Bacteria,domain,1,1,21,1.8
cedb4db6355cbe11cd84b0c85ba72abf,OTU4235,Flavisolibacter,genus,0.8,3,3,3
ceea5dac42919d813c178f97a1cca34a,OTU1184,Acidimicrobineae,suborder,1,1,2,1.5
ceee40ccc6fb5227d4f85039d66189c7,OTU722,Nitrososphaera,genus,1,1,2,1.25
cefa42e8cdb994229fbc39f3f3c36f5f,OTU3374,Rubrobacteridae,subclass,0.99,1,1,1
cf040885ff4273a1e3ef4230d751998b,OTU1978,Chloroflexia,class,0.87,2,3,2.5
cf090c4c1d91398dc6465276ed14345a,OTU5252,Pseudoxanthomonas,genus,1,1,2,1.33
cf0c3a85e067479894ad661448177655,OTU2299,Gemmatimonas,genus,0.96,1,2,1.67
cf1ddec5df6ae59cd8c299221f518193,OTU850,Rhodocyclaceae,family,0.87,2,5,2.84
cf21bee9cfc826aa22f1dbda135f3954,OTU2059,Caldilineaceae,family,0.98,2,2,2
cf35074858be7fea95d26a89e30b4aa7,OTU505,Bacteria,domain,1,1,21,1.8
cf3c596818b71431921d14138f949717,OTU4323,Rhodospirillales,order,0.93,1,10,3.06
cf511bf76046b756d1351ebd5420ff7d,OTU43,Steroidobacter,genus,1,1,1,1
cf562b18e00c7a753aa1899be2bf75a0,OTU221,Spartobacteria,class,1,1,1,1
cf6d763fec9ee247f572292a275a2135,OTU1875,Chitinophagaceae,family,1,1,6,3.38
cf70ba6fb2e139e7e060fb4f720bc443,OTU1130,Burkholderiales,order,1,1,9,3.48
cf85bc510ba43e62bff9c3ba941f7138,OTU3849,Archaea,domain,0.23,1,4,1.18
cf8aeeb7ed69453e410141efd1e5b85d,OTU5168,Micrococcaceae,family,1,2,9,2.97
cf8bf43e3e26464abc4f8a2cad211a30,OTU2593,Betaproteobacteria,class,1,1,10,2.77
cfa0339383deb00dd8d6f3d997431790,OTU5370,Proteobacteria,phylum,0.91,1,21,1.96
cfa32e4aef2e235f6fdb6db0c48c822d,OTU1128,Acidobacteria_Gp4,class,1,1,1,1
cfa4e912db2ea4661adbe3058cc9ec36,OTU3749,Cytophagales,order,0.94,1,8,2.69
cfa531ca2f99865f5d4a4b8cc2696668,OTU1906,Gp6,genus,1,1,1,1
cfa902ab05a0cbf3c5ae265bf60bd6ac,OTU547,Rhizobium,genus,0.99,3,6,3.24
cfd36c4c23ea3f957245d8be169ab436,OTU3151,Acidobacteria,phylum,1,1,2,1.28
cfd88747a196e591f71c52b51da780c6,OTU1761,Sphingomonadaceae,family,1,1,5,2.23
cfe85c33ac05abb83ff719c986c2fd11,OTU85,Rhizobacter,genus,0.8,3,3,3
cff43a0e05ac889d1966e9d6756ec1b4,OTU1561,Rhizobiales_incertae_sedis,family,0.84,1,2,1.67
cff85a22a813719d12661d053b0b0d27,OTU1704,Spartobacteria,class,0.97,1,1,1
d016aab55d0ddca7b40c0a22963cebb2,OTU1245,Nannocystineae,suborder,1,2,2,2
d025f701889a7bbb9a2ca70a061f197f,OTU4937,Chloroflexi,phylum,0.8,1,3,1.71
d04c6fb77329a00b6adf9b7ea7da4b11,OTU2749,Novosphingobium,genus,1,3,5,3.33
d06b4cca987af68340a91a13ef12e32f,OTU1721,Clostridiales,order,1,1,17,5.38
d06ea59299ab42df5a3af4c1a9ebbd57,OTU1295,Chitinophagaceae,family,1,1,6,3.38
d079231f4e7e325caaa0e4224b1e1247,OTU4727,Bacteria,domain,1,1,21,1.8
d07a38444f12d564c97a5386b04cf260,OTU3214,Agromyces,genus,1,2,3,2.5
d07e914b247020cde4c22558ba8236d6,OTU4840,Cytophagales,order,1,1,8,2.69
d08271036447736b11dfa2900932ccc8,OTU1577,Agromyces,genus,1,2,3,2.5
d09092c92df4d87f459550695fca4658,OTU3936,Acidobacteria,phylum,1,1,2,1.28
d0a47cb4a90043d4c94966e879e51dc4,OTU5006,Lactobacillus,genus,1,1,11,5.41
d0c16cd766285776c931ec417813239f,OTU375,Rhizobiales,order,1,1,11,2.2
d0c228468d176674fb1e24dadf8b551a,OTU4348,Verrucomicrobiaceae,family,1,3,3,3
d0e188e20479c67670ff4b03b151cc41,OTU1294,Gemmatimonas,genus,0.99,1,2,1.67
d10096d6b853afb60b3a847467defc43,OTU2071,Comamonadaceae,family,0.93,1,9,2.75
d1085d339aad3eb24645a64404fda441,OTU2735,Acidobacteria,phylum,1,1,2,1.28
d134d7f72087e8f851fe154cd82718e8,OTU2116,Burkholderiales,order,1,1,9,3.48
d14a80a389a9d084af0924ee5d867aef,OTU2288,Gp6,genus,1,1,1,1
d15961ea9ef8bd075326f713b682de40,OTU4432,Bacteria,domain,0.94,1,21,1.8
d1727236b06cc29961efa60c4b209431,OTU5238,Chitinophagaceae,family,1,1,6,3.38
d17379428cf6fa26a2f7252a45c9780c,OTU2583,Phyllobacteriaceae,family,0.89,1,3,1.9
d1768bdf6fee4ada6f22a461924a5552,OTU1928,Spartobacteria,class,0.97,1,1,1
d17d300c1f8ed553447e13d6a5c80142,OTU4060,Nannocystineae,suborder,0.96,2,2,2
d198aec6d1221bde9157aac5397a9a67,OTU3291,Xanthomonadaceae,family,1,1,4,2.15
d1a4ae4799a255155999b6483326f667,OTU5476,Gammaproteobacteria,class,1,1,21,2.69
d1c754d008a7659fe773453944927f16,OTU4882,Solirubrobacterales,order,0.85,1,1,1
d1d115cc579c0776ccfd8916ed7b9989,OTU4297,Burkholderiales_incertae_sedis,family,0.85,1,4,2.1
d1d491faf4763138284e5836e11cc7df,OTU3787,Actinobacteria,class,0.84,1,11,1.83
d1d5d70ddae9de16dcda5af17481a443,OTU774,Gp6,genus,1,1,1,1
d1e00eadc338fc4a2266d72501736ffa,OTU5416,Burkholderiales,order,0.97,1,9,3.48
d1e77cd4acec7ad81f2f8c381f733b2b,OTU2298,Arthrobacter,genus,0.97,4,9,5.71
d20b6355eba10700d4ea372e3a96a5c5,OTU32,Novosphingobium,genus,1,3,5,3.33
d21385f158525246156144c1df740c6d,OTU1282,Exiguobacterium,genus,1,9,10,9.17
d2167dc69b81f6aaec2619182f276809,OTU1357,Betaproteobacteria,class,1,1,10,2.77
d2189fe556655976c938cc700150c8ea,OTU4605,Alphaproteobacteria,class,0.85,1,11,2.03
d238a7511f202ef4f451eafddbdf4b33,OTU1293,Methylophilaceae,family,1,1,3,2
d25055fa6088ff531bf71d301ff5711c,OTU171,Rubrobacteridae,subclass,1,1,1,1
d2684de3b84257a7c2246fba9b8eeb3c,OTU3309,Erythrobacter,genus,1,1,2,1.2
d269eea95fbe91d32f715dc58979bdf4,OTU4867,Bacteria,domain,1,1,21,1.8
d27b1f957d507023d983c043e76609b7,OTU2913,Bacteria,domain,1,1,21,1.8
d27c9cc7afe7af8857567a7aadac3761,OTU4006,WPS-1_genera_incertae_sedis,genus,0.91,1,1,1
d286d6ada0e6b9e6e0b9c5b8515bacc2,OTU3509,Bradyrhizobiaceae,family,0.99,1,2,1.39
d2a0f66c9d84a1f293c3779d8a26e81e,OTU2020,Xanthomonadaceae,family,1,1,4,2.15
d2b0c013c40fa3d8496b9425db8cfe48,OTU4635,Verrucomicrobia,phylum,1,1,3,1.52
d2db2baff6b7956cd8c3ab40d655196f,OTU3995,Enterobacteriaceae,family,1,1,13,6.89
d2ec3a351903920d53d614dd4490491e,OTU392,Sphingomonadaceae,family,0.86,1,5,2.23
d2f3d38ecfee618cf3ea54692d8b4e7a,OTU4584,Bacteria,domain,1,1,21,1.8
d306cdac1208be5b3b1486c4665eb116,OTU2481,Nocardioides,genus,0.98,2,3,2.5
d34760c146fd71ae09f2d87183f75488,OTU486,Chitinophagaceae,family,1,1,6,3.38
d3490d992baabf89008f15ba9ab9c9c7,OTU55,Sphingobium,genus,1,2,4,2.67
d36468961e681e8fa52287bb04ff8cc1,OTU803,Acidobacteria_Gp4,class,0.99,1,1,1
d383ddd9a24d697b332ea1ab47b09f3c,OTU5338,Chloroflexi,phylum,0.8,1,3,1.71
d38c18de0bc7ef7c68906ebf552519df,OTU2731,Bacteria,domain,1,1,21,1.8
d39cd51cc23475f0016224097310a5a8,OTU4766,Cyanobacteria,class,1,1,6,2.32
d3b169bbaf138ae5f07765a7cd6afb1f,OTU4602,Heliobacteriaceae,family,1,10,10,10
d3b2e89c1434723fa91c57e17e11d870,OTU376,Proteobacteria,phylum,1,1,21,1.96
d3bd0e6f26e442b10c12f31135a1a641,OTU3391,Actinobacteria,class,0.94,1,11,1.83
d3bd6d4b91ad4f1e88afa62df941912c,OTU1123,Rhizobium,genus,0.97,3,6,3.24
d3d268a2eb26cb5f978dd475706dd472,OTU5291,GpIV,genus,1,1,3,1.75
d3e3a640d8650424088947c50de6f11a,OTU5434,Alphaproteobacteria,class,1,1,11,2.03
d3e598941457041638472b48e32c85d8,OTU1879,Gammaproteobacteria_incertae_sedis,order,0.93,1,6,2.5
d3f3aede2d1149cba4b8d99cd7251782,OTU363,Micromonosporaceae,family,1,1,6,3.17
d3f476499beddb8bf2c6cf3fda866c6b,OTU105,Sphingomonas,genus,1,1,4,2.18
d3fdce0d76e45bf6f3ab0188c61d0b20,OTU3007,Bacteria,domain,0.97,1,21,1.8
d3fe286f06a3910930edd006d3b31050,OTU3649,Dyadobacter,genus,1,4,4,4
d41850987485dfbf06ad32f1f3d9adf0,OTU145,Arthrobacter,genus,1,4,9,5.71
d41951f5b1d19c8aec464758afda6ad7,OTU4794,Bdellovibrio,genus,1,1,2,1.5
d42704a6e4e355c383891ee6a77e3c36,OTU1597,Actinobacteria,class,1,1,11,1.83
d42e1edfc53f8acfb8c3757300aaca28,OTU1266,Bacteria,domain,1,1,21,1.8
d42e7c2650d8f9412546c305708f6fcc,OTU4243,Aeromonas,genus,1,7,11,9.9
d4456043688d0d19d7f984510daebff3,OTU4378,Actinobacteria,class,0.88,1,11,1.83
d44ae4b8242bebdfad4813e54d2a0d45,OTU2124,Rhizobacter,genus,1,3,3,3
d4535a084421c28e38562926571e17bf,OTU4944,Lachnospiraceae,family,1,4,11,5.71
d45c65fc9a991a18342c525a4f6175a0,OTU1025,Xanthomonadaceae,family,1,1,4,2.15
d46212e174c4de7fb6c6ca37b2ee3451,OTU630,Rubrobacteridae,subclass,0.93,1,1,1
d4673523a730f5c972818d3c67a562f6,OTU3093,Proteobacteria,phylum,1,1,21,1.96
d4693f5bae9b8fce23177a9747b1e6e5,OTU960,Xanthomonadaceae,family,1,1,4,2.15
d476ba220cec27cfae31a7a64e14a400,OTU488,Saccharibacteria_genera_incertae_sedis,genus,1,1,1,1
d4815051be687546ff18c4b0164e8150,OTU1897,Acidimicrobineae,suborder,0.98,1,2,1.5
d48c8d85f99717bce94dc17ac0186fed,OTU2715,Sphingomonadaceae,family,0.85,1,5,2.23
d4a0a5f763f02ac663809bc30e0a11c9,OTU2459,Bacteria,domain,1,1,21,1.8
d4ab3fabc82c4e7ebcf1bfd1f569f3b5,OTU1124,Bacteria,domain,1,1,21,1.8
d4b7b92227a8aabc31836811e8a60c2e,OTU1756,Rhizobiaceae,family,0.96,2,6,3.05
d4bc06937bb5ef6b65711e3838004219,OTU5239,Cytophagales,order,0.92,1,8,2.69
d4ffe4338626d5db9aa21c2d8515aad9,OTU2635,Nocardioides,genus,1,2,3,2.5
d53300f9d2c4067283fe2355f69b7f87,OTU4955,Cytophagales,order,1,1,8,2.69
d5694b96d7760e595c6a132766250d5d,OTU2074,Ezakiella,genus,1,2,2,2
d5698651e09d9ddc6cd357c38ef465c2,OTU1648,Rhodobacteraceae,family,1,1,6,2.82
d5710332775a42c3446c94bfb502e11e,OTU622,Sphingomonadaceae,family,1,1,5,2.23
d589f5b3b30f5283a3702769c56f2784,OTU1949,Chitinophagaceae,family,1,1,6,3.38
d58dcd01a2fa9276e702924e5658cdea,OTU1844,Rhizobiales,order,1,1,11,2.2
d5aba874ce169df57930efb7a7a3bd78,OTU5454,Phyllobacterium,genus,0.92,3,3,3
d5bcac36789177ba4419464d7722518d,OTU4255,Verrucomicrobiaceae,family,1,3,3,3
d5d7e881cd2c89bee34d4e42e4ffe980,OTU2584,Micromonosporaceae,family,1,1,6,3.17
d5da158da3dfc531ea06ba5b1dd8d359,OTU3488,Rhizobiales,order,1,1,11,2.2
d5e69716b230f239ce58eb793aa3edaa,OTU2797,Betaproteobacteria,class,1,1,10,2.77
d606d89595a3c949d19ee3d5fc4ff728,OTU10,Novosphingobium,genus,0.99,3,5,3.33
d60acc1bcc410d64678313e09e890dcb,OTU1121,Dechloromonas,genus,0.99,3,3,3
d60b6ccefadcc76ede5845821c148b75,OTU4629,Gp6,genus,1,1,1,1
d628ec24b1e1e120a70ff670941cc1e5,OTU748,Betaproteobacteria,class,1,1,10,2.77
d62c9825f0ddc23ea9911ca7ffd8679f,OTU4178,Bacteria,domain,1,1,21,1.8
d6356076e9218c2bf9989eb3664a851a,OTU2836,Streptomyces,genus,0.84,5,7,6.21
d63807d310d246237a5417c0f96098ac,OTU4675,Bacteria,domain,1,1,21,1.8
d64a457b0de9b03ac20262133e9c164d,OTU1697,Gp6,genus,1,1,1,1
d66b5a9ae900e5d796ceab78ff354293,OTU3947,Massilia,genus,1,6,8,7
d694c2b89ac2666f62c2570978cc2b87,OTU1801,Acidimicrobineae,suborder,0.96,1,2,1.5
d6c6a22d616e55400db999c4c36106de,OTU1268,Betaproteobacteria,class,0.99,1,10,2.77
d6cb9dffa1b90be52c3061d44a2532c1,OTU2144,Nannocystineae,suborder,0.96,2,2,2
d6cdd446c774c8e5ce06b7a952f62081,OTU5230,Comamonadaceae,family,1,1,9,2.75
d6db12422384cec765953b65594bfe01,OTU4449,Caldilineaceae,family,0.85,2,2,2
d6dfabf312307df08bba0c5532e58902,OTU3734,Thermomicrobia,class,0.87,2,2,2
d6e720560003a9580253d633f01d4e1b,OTU2614,Chitinophagaceae,family,1,1,6,3.38
d70aea939295438541c0950e7e9ac930,OTU991,Erythrobacter,genus,0.96,1,2,1.2
d70cce26ac219418bd705a199b0d173a,OTU1214,Bacteria,domain,1,1,21,1.8
d7126ea2720ac6752267f5cbda73ef44,OTU1920,Alphaproteobacteria,class,1,1,11,2.03
d719d19b5595eb2afdef9875e854a96a,OTU385,Rhizobiales,order,1,1,11,2.2
d7228fedec359899f1b1ae627268dc81,OTU594,Nocardioides,genus,1,2,3,2.5
d7319d07021dec32242da5fbda1e9f6d,OTU1956,Xanthomonadaceae,family,1,1,4,2.15
d73c177ab314a1e459ce21f1804f7e44,OTU4049,Bacteria,domain,0.99,1,21,1.8
d74ebf0e87154e0fbdf67f78c6aff0aa,OTU3013,Coxiellaceae,family,1,1,1,1
d761fbd8c80694a04975b5802ef21ee3,OTU4712,Bdellovibrio,genus,0.96,1,2,1.5
d76ef4b943a72b2a1677d338ba7385cd,OTU3349,Xanthomonadaceae,family,1,1,4,2.15
d773ef81eb10aae7bb8e97acd702dee3,OTU4318,Bacteria,domain,1,1,21,1.8
d778519c2f060774c4dbd46f6ade8f7e,OTU209,Acidobacteria_Gp4,class,1,1,1,1
d786f1a991ea5759c52896380bee7996,OTU2758,Nannocystineae,suborder,0.97,2,2,2
d79a86888c15bb451edda25e5de2dbfd,OTU4905,Bacteria,domain,1,1,21,1.8
d7b8dfd13189a54be0b9e9547b808dbf,OTU1343,Burkholderiales_incertae_sedis,family,1,1,4,2.1
d7bb5edd0dc5187b48ce4f55e71af462,OTU2611,Legionella,genus,1,3,4,3.08
